__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity
4179,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ba³,fall,caer,intr
4180,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³chi⁴,fly,volar,intr
4181,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kin²,sharpen,afilar,tr
4182,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ko⁴,grind (on a grinding stone),moler en metate,tr
4183,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ku³,inherit traits,heredar rasgos,intr
4184,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³sa³,"make, do",hacer,tr
4185,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ta⁴,split something long in two,partir algo largo en dos,tr
4186,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³xi⁴,untie,desatar,tr
4187,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³xin³,soak,remojarse,intr
4188,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ¹ba¹,turn off,apagarse,intr
4189,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nde¹e³,enter,entrar,intr
4190,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi¹i⁴,burn lightly,quemarse levemente,intr
4191,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi¹ko³,get cold,enfriarse,intr
4192,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndiʔ³i³,finish,terminarse,intr
4193,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi³ko³,grind (on a grinding stone),moler en metate,tr
4194,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo¹o³,stay,quedarse,intr
4195,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³ko³,dry from filtering,secarse por filtración,intr
4196,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³o³,be washed,ser lavado,intr
4197,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³to³,wake up,despertarse,intr
4198,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹ba¹,split,partirse,intr
4199,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹ta¹,germinate,germinarse,intr
4200,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nduʔ¹u⁴,fall (something long),caerse (algo largo),intr
4201,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹xin¹,be buried,enterrarse,intr
4202,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ba²,fall backwards,caerse hacia atrás,intr
4203,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³chi³ (kwaʔ⁴a¹),stay red (body part),quedarse rojo (parte del cuerpo),intr
4204,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ku⁴,look for,buscar,tr
4205,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ta³,melt,derretirse,intr
4206,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³xan³,vomit,vomitar,intr
4207,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,niʔ¹i³,vibrate,vibrar,intr
4208,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,niʔ¹i⁴,receive (gift),recibir de regalo,tr
4209,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu¹ma¹,die down,amainar,intr
4210,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu¹na⁴,open,abrirse,intr
4211,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu³mi³,hug,abrazar,tr
4212,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu³u³,"reduce, lower",bajar,intr
4213,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹a⁴,get warm,calentarse,intr
4214,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹a⁴,get angry,enojarse,intr
4215,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,saʔ¹bi³,hide,ocultarse,intr
4216,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹ña⁴,release,soltarse,intr
4217,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ka⁴,spread,untar,tr
4218,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³na³,go crazy,alocarse,intr
4219,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ña⁴,release,soltar,tr
4220,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ta⁴,buy,comprar,tr
4221,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,so¹ko⁴,,,intr
4222,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su¹kun¹,fall,caerse,intr
4223,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³ku⁴,hit with something long,golpear con algo largo,tr
4224,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³ma³,fall back,retroceder,intr
4225,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹⁴ni³,bruise,magullarse,intr
4226,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹an³,tremble (the ground),temblarse la tierra,intr
4227,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹bi¹,squash,aplastar,tr
4228,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹bi⁴,break,quebrarse,intr
4229,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹ku¹,spread a rumor,extenderse un rumor,intr
4230,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹nda³²,get close,acercarse,intr
4231,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹ni¹,lose one's composure,desbaratarse,intr
4232,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹xi⁴,being fired from a job,ser despedido de un trabajo,intr
4233,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹xin¹,be ground,molerse,intr
4234,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹yu¹,rot,pudrirse,intr
4235,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³a³,throw out,echar huevecillos (mosca),intr
4236,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³an⁴,put,meter,tr
4237,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ba⁴,take out,sacar,tr
4238,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³na³,complain (about pain),quejarse de dolor,intr
4239,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ni³,be carried by water,ser llevado por el agua,intr
4240,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ³ni³,smell,oler,tr
4241,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ta⁴,"urinate, defecate","evacuar (orín, estiércol)",intr
4242,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xi³,give,dar,dtr
4243,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xi⁴,fire someone from a job,despedir a alguien de un trabajo,tr
4244,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ya²,loosen up,aflojarse,intr
4245,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹nda¹,rip (clothing),rasgarse la ropa,intr
4246,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹nu¹,split in two,partirse en dos,intr
4247,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³bi³,grill,asar,tr
4248,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ³bi⁴,break,quebrar,tr
4249,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti¹⁴bi³,decompose,descomponerse,intr
4250,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti¹in³,get stuck,atorarse,intr
4251,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³bi²,blow,soplar,intr
4252,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³bi³,suck,chupar,tr
4253,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³in³,grab,agarrar,tr
4254,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³nu³,grab with fist,agarrar con el puño,tr
4255,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³so⁴,get ill of elephantiasis,enfermarse de carnosidad,tr
4256,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³bi⁴,send,enviar,tr
4257,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,to¹o³,drip,gotear,intr
4258,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹u³,appear,aparecerse,intr
4259,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹xi⁴,be crushed,ser machacado,intr
4260,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³tu⁴,whistle,silbar,intr
4261,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³u³,sting,picar,tr
4262,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³u⁴,roll,rodarse,intr
4263,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tuʔ³un³,pull up,arrancar,tr
4264,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³xi⁴,crush,machacar,tr
4265,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹un¹,turn on,encenderse,intr
4266,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³un²,turn on,encender,tr
4267,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹nda³²,be stripped of,ser despojado de,intr
4268,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴bi²,get tired,cansarse,intr
4269,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴ni²,dream,soñar,intr
4270,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴ta²,shave (head),rasurar (cabeza),tr
4271,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹a¹,arrive there,llegar allá,intr
4272,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹xa¹,be given away,ser regalado,intr
4273,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³a³,flower,florear,intr
4274,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³ka³,cajole,sonsacar,tr
4275,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³nda⁴,play a guitar,tocar la guitarra,tr
4276,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³xa⁴,give (as a gift),regalar,tr
4277,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴ko³,sell,vender,tr
4278,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴nda²,carve,tallar,tr
4279,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xiʔ¹⁴ni³,scrub,restregar,tr
4280,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴ta³,pull,jalar,tr
4281,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹ni³,get drunk,emborracharse,intr
4282,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹nu³,finish,completarse,intr
4283,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹xin⁴,numb,entumecerse,intr
4284,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³i²,fade,marchitarse,intr
4285,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xioʔ¹⁴o⁴,get ill (with a craving),enfermarse de antojo,intr
4286,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xiʔ¹⁴ñu³,mend,remendar,tr
4287,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya¹⁴kun²,handle,sobar,tr
4288,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,yaʔ¹a³,pass,pasar,intr
4289,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya¹ni³,be stuck,ser pegado,intr
4290,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya³tan³,grill,asarse,intr
4291,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,yuʔ¹⁴bi²,be frightened,asustarse,intr
4292,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,a³sa³,"make, do",hacer,tr
4293,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka¹kan¹,"ask, request",pedir,tr
4294,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kaʔ¹nu¹,split in two,partir en dos,tr
4295,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³ka³,walk,andar,intr
4296,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³kin²,lay eggs,poner huevos,intr
4297,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kaʔ³mi³,burn,quemar,tr
4298,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kaʔ³nda²,cut,cortar,tr
4299,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³ni²,spoil,desbaratar,tr
4300,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kaʔ³ni⁴,kill,matar,tr
4301,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³sa³,"make, do",hacer,tr
4302,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³si²,stop,atajar,tr
4303,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³ta²,throw,tirar,tr
4304,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³ta³,dig,excavar,intr
4305,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³ta³,sing,cantar,intr
4306,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ka³xi⁴,eat (by chewing),comer masticando,tr
4307,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³ko³,burn,quemarse,intr
4308,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³ndo³,be,ser,intr
4309,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³ndoʔ³o³,happen,pasarle (cosas),intr
4310,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³o³,be (there is),haber,intr
4311,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,koʔ³o³,drink,beber,tr
4312,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³so⁴,ride,montar,tr
4313,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³to³,watch,mirar,intr
4314,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ko³to³,see,ver,tr
4315,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku¹chi³,ripen,madurarse,intr
4316,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku¹sun¹,sleep,dormir,intr
4317,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kuʔ¹un¹,go,ir,intr
4318,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³chi³,bathe,bañarse,intr
4319,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³-na³ni²,resolve (an issue),resolverse un asunto,intr
4320,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³-ndiʔ¹i³,be undetermined,estar no determinado,intr
4321,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³ni²,see,ver,tr
4322,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³ni³,pay attention,hacer caso,tr
4323,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³nu³,run,correr,intr
4324,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³tu³,,chaponar (con oblicua),intr
4325,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³tu⁴,fill,llenarse,intr
4326,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³u²,die,morir,intr
4327,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³xa³,grow up,hacerse adulto,intr
4328,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,ku³xi³,eat soft food,comer cosas blandas,tr
4329,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwaʔ¹a³,give,dar,dtr
4330,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwaʔ¹a³,allow,permitir,tr
4331,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwa¹ku¹,laugh,reír,intr
4332,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwa¹ñu¹,step on,pisar,tr
4333,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwa¹xin³,squeeze,apretar,tr
4334,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwa³chi³,tear apart,despedazarse,intr
4335,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwa³ku³,cry,llorar,intr
4336,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwaʔ³nu³,grow,crecer,intr
4337,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwe³ta³,be measured,ser medido,intr
4338,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹in¹,copulate,copular,intr
4339,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwiʔ¹in³,leak (house),gotear casa,intr
4340,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹ko⁴,be transported,ser acarreado,intr
4341,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹kun¹,take water,coger agua,tr
4342,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹na¹,be plentiful (animals),abundarse (animales),intr
4343,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwiʔ¹ña¹,bid,pujar,intr
4344,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwiʔ¹nu³,be plentiful (plants),abundarse (plantas),intr
4345,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹so¹,boil,hervirse,intr
4346,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹so³,be bitten by something sharp,ser picado por algo puntiagudo,intr
4347,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹ta¹,spill,derramarse,intr
4348,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi¹ya⁴,turn sour,acedarse,intr
4349,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi³in³,be hanging,estar colgados,intr
4350,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi³in³,allow,permitir,tr
4351,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi³ko⁴,transport,acarrear,tr
4352,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi³so³,load,cargar,tr
4353,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,True,True,kwi³ta³,be heavy,ser pesado,intr
4354,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,cha³ka³ta⁴,weed cornfield,desyerbar milpa con tarecua,tr
4355,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³keʔ⁴le¹,tickle,cosquillear,tr
4356,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³kuʔ³ba²,measure,medir,tr
4357,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³ndaʔ³a⁴,push,empujar,tr
4358,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³nde³e⁴,help,ayudar,tr
4359,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³ndi⁴ki⁴,gore,cornear,tr
4360,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³pa⁴chi¹,get swollen up,ponerse como ámpula,intr
4361,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³pa⁴chi⁴,get fluffy,esponjarse,intr
4362,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³chiʔ³i³,take water with small container,coger agua con recipiente pequeño,tr
4363,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³kiʔ¹i³,bump into,tropezarse,intr
4364,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³na³nu³,sprout (magically),brotar mágicamente,intr
4365,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³nda²a²,win,ganar,tr
4366,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³nde³ta³,jump,saltar,intr
4367,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ndi⁴xa³,believe in truthfulness,creer en la veracidad,intr
4368,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ndo³so⁴,boil (liquid),poner a hervir (líquido),intr
4369,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ndwaʔ¹a³,insult,insultar,intr
4370,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³niʔ¹i³,arrive (in a container),llegar (en contenedor),intr
4371,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ni⁴nu³,respect,respetar,tr
4372,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ta¹bi¹,squash without letting go,aplastar sin soltar,tr
