__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity
3965,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹kua²tu²,pray,rezar,intr
3966,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹kuʔ²ba²,shake,sacudir,intr
3967,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹kuʔ¹bi²,rub,frotar,intr
3968,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹kuʔ²bi¹,get ill,enfermarse,intr
3969,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹i²tyi¹,dry,secarse,intr
3970,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹ndi²ka¹,open,abrirse,intr
3971,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹ndɨ¹yɨ²,shrink,encojerse,intr
3972,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹ndo²to²,revive,revivir,intr
3973,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹ndu²tyi²,graze,despellejarse,intr
3974,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na²ndu²bi²,become,convertirse,intr
3975,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ku²na¹ñi¹,be called,llamarse,intr
3976,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹ta¹nɨ¹,uncoil,desenrollarse,intr
3977,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹tɨʔ²bɨ³,sweep,barrer,intr
3978,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na²tuʔ²un²,chat,platicar,intr
3979,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na²tuʔ²ba²,get close,acercarse,intr
3980,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na²tu²bi²,appear,aparecer,intr
3981,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,na¹bi¹ko²,whirl,dar vueltas,intr
3982,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nu²ña²,open,abrirse,intr
3983,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nda²a²,swell,hincharse,intr
3984,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndaʔ²a¹,heal,sanarse,intr
3985,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nda²ba²,jump,brincar,intr
3986,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nda¹ta¹,split,rajarse,intr
3987,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nda²tsi²,fade,despintarse,intr
3988,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nda¹tsi¹,be untied,desatarse,intr
3989,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²ndɨʔ²ɨ²,finish,acabarse,intr
3990,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndɨ¹yɨ¹,scorch,chamuscarse,intr
3991,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo²ko²,dry,secarse,intr
3992,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndoʔ¹o¹,be punished,estar castigado,intr
3993,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo¹o¹,wash,lavar,intr
3994,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo¹o¹,fade,despintarse,intr
3995,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo²o²,stay,quedar,intr
3996,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo²to²,wake up,despertarse,intr
3997,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndo²yo²,get rid of,deshacerse,intr
3998,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu¹ntye¹e¹,fatten,engordarse,intr
3999,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu²tu²mi¹,fray,deshilarcharse,intr
4000,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu¹tsan¹,vomit,vomitar,intr
4001,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu²tya²,get crushed,machucarse,intr
4002,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu²ba¹,fall,caerse,intr
4003,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu¹baʔ²a¹,heal,sanarse,intr
4004,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,nduʔ²ba¹,boil,hervirse,intr
4005,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu²bi²ta²,get up,levantarse,intr
4006,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu²xa¹an¹,get angry,enojarse,intr
4007,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ku¹ntya¹a¹,sit down,sentarse,intr
4008,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ku²ntye¹ku¹,be here already,ya estar aquí,intr
4009,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ntye¹e¹,sink,hundirse,intr
4010,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ntyi²ko²,get cold,enfriarse,intr
4011,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ku²ntyi²i²,be (in a place),estar (en un lugar),intr
4012,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ke²e²,come out (on purpose),salir (a propósito),intr
4013,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ki²ta²,leave,salir,intr
4014,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ki¹ta²tu¹,rest,descansar,intr
4015,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ki¹tu²bi²,appear,aparecer,intr
4016,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹su¹,sleep,dormir,intr
4017,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,su¹tya²,swim,nadar,intr
4018,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,taʔ¹an¹,pass,pasar,intr
4019,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kaʔ¹nu¹,break,quebrarse,intr
4020,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ta²an²,tremble,temblar,intr
4021,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,taʔ¹bi¹,break,quebrarse,intr
4022,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ta²na²,moan,gemir,intr
4023,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ta¹nɨ¹,be destroyed,estar destruido,intr
4024,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ta¹tsi¹,sow,sembrar,tr
4025,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ta¹xin¹,flatten,achatarse,tr
4026,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ti²ka²a²,be hanging,estar colgado,intr
4027,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tɨ²ɨn²,hold onto,agarrarse,intr
4028,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,to²o²,drip,gotear,intr
4029,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tɨ¹bɨ²,throw out,echar a perder,intr
4030,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tu¹tu²,whistle,chiflar,intr
4031,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tu²bi²,get food poisoning,intoxicarse,intr
4032,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tsa²a²,flourish,florecer,intr
4033,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tsa¹a¹,arrive,llegar,intr
4034,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ba¹ku¹,cry,llorar,intr
4035,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kuaʔ²nu²,grow,crecer,intr
4036,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kua²ñi²,dance,bailar,intr
4037,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ka²tɨ²,be intimidated,acobardarse,intr
4038,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ka²tsi²,hurt,doler,intr
4039,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ka²ka²,walk,andar,intr
4040,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ka²ba²,lie down,acostarse,intr
4041,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,bi¹ko¹,rock,mecer,tr
4042,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,kui²ta²,bow,inclinarse,intr
4043,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²kuɨ¹ñɨ¹,stand up,pararse,intr
4044,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,bi²kun²,get stuck,atorarse,intr
4045,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tsiʔ²in²,drip,gotear,intr
4046,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,"ku¹bi¹, ku¹u¹",die,morir,intr
4047,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²na²a²,lose,perderse,intr
4048,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²nu²,run,correr,intr
4049,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tsi²nu²,build,construir,tr
4050,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹nuʔ²ñi³,tie up,amarrarse,intr
4051,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²nda²sɨ¹,close,cerrarse,intr
4052,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹ña¹,breed (animals),reproducir (animales),intr
4053,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹ñi²,get drunk,emborracharse,intr
4054,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kui²ta²,bow,inclinarse,intr
4055,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹tu²,be full,estar lleno,intr
4056,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku²tsa²,get solid,macizarse,intr
4057,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ku¹tyi²,ripen,madurar,intr
4058,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tsi¹yo²,have diarrhea,tener diarrea,intr
4059,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tyaʔ²ntya¹,cut,cortarse,intr
4060,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tyaʔ²yu¹,rot,pudrirse,intr
4061,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tya²ku¹,hear,oír,tr
4062,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tya¹tya²,urinate,orinar,intr
4063,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kua²xin²,"go into, meddle",meterse,intr
4064,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tyiʔ¹yo¹,"cook, boil",cocer,tr
4065,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,tyi¹i¹,get wet,mojarse,intr
4066,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kui¹so¹,boil,hervirse,intr
4067,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,False,,True,True,ki²tsi²,come,venir,intr
4068,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ya²tan²,toast,tostarse,intr
4069,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,kɨʔ²ɨ²,be inside,estar adentro,intr
4070,San Juan Colorado Mixtec,Amuzgo-Mixtecan,False,True,True,,True,True,ko¹so¹,be mounted,estar montado,intr
4071,San Juan Colorado Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ku¹yu¹ku¹,be somewhere,estar en un lugar,intr
4072,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³chin⁴,breastfeed,mamar,intr
4073,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³i³,get wet,mojarse,intr
4074,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chiʔ³i³,sow,sembrar,tr
4075,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³ka²,put,meter,tr
4076,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³kun²,hang,colgar,tr
4077,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chi³ni³,fit,encajar,tr
4078,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chioʔ¹o⁴,be boiled,cocerse hervido,intr
4079,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,choʔ¹ma⁴,be crushed,ser aplastado,intr
4080,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,choʔ³ma⁴,squash,aplastar,tr
4081,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chuʔ¹⁴ma¹,be smoked,ahumarse,intr
4082,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chu¹⁴tu²,kiss,besar,tr
4083,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,chuʔ³u⁴,put pressure on,azuzar,tr
4084,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,i¹chi¹,dry (something alive),secarse algo vivo,intr
4085,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,iʔ³in³,scratch,rascarse,tr
4086,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ¹a¹,suffocate,ahogarse,intr
4087,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹an¹,perforate,perforarse,intr
4088,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ¹an¹,speak,hablar,intr
4089,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹an³,get used to,acostumbrarse,intr
4090,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹ba¹,spin,girar,intr
4091,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹ku³,get away,escapar,intr
4092,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹ña¹,produce noise,producir ruido,intr
4093,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹nda¹,move,moverse,intr
4094,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹sun¹,creak,crujir,intr
4095,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹tu⁴,be beaten,ser golpeado,intr
4096,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ¹un³,"smart, burn",arder de dolor,intr
4097,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹xan⁴,sneeze,estornudar,intr
4098,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka¹ya¹,be collected,ser recolectado,intr
4099,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ¹yu⁴,grind,rechinarse,intr
4100,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³a³,sound,sonar,intr
4101,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³a⁴,slip,resbalarse,intr
4102,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³an²,drill,perforar,tr
4103,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³an⁴,believe,creer,intr
4104,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ba³,lie down to sleep,tenderse para dormir,intr
4105,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ba³,be smeared,estar untado,intr
4106,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ba⁴,spin,girar,tr
4107,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³bi³,count,contar objetos,tr
4108,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³chi²,say,decir,tr
4109,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ku³,be born,nacer,intr
4110,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³ma³,make sound (dropping something big),sonar (al caer algo grande),intr
4111,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³na³,call someone,llamar a alguien,tr
4112,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³nda⁴,sound watery,sonar aguado,intr
4113,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³ndi²,thunder,tronarse,intr
4114,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ni³,hit,pegar,tr
4115,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³nu³,spend (time),pasar (tiempo),intr
4116,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³si⁴,get goosebumps,ponerse la piel de gallina,intr
4117,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³sun²,be fried,freirse,intr
4118,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ta⁴,itch,sentir comezón,intr
4119,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³tu⁴,strike with the palm,golpear con la palma de la mano,tr
4120,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³ya²,collect,recolectar,tr
4121,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ³yu⁴,write,escribir,tr
4122,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kaʔ¹yu¹,be written,ser escrito,intr
4123,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ka³nda³ba³,fall,caer,intr
4124,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke¹e³,shit (watery),cagar aguado,intr
4125,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke¹ndu³²,parade,desfilar,intr
4126,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke¹nu³,wash out (landslide),deslavarse (la tierra),intr
4127,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke¹yu⁴,swim,nadar,intr
4128,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke³e³,leave,salir,intr
4129,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke³e³,be overflowed,estar desbordado,intr
4130,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,keʔ³e⁴,stick one's hand in,meter la mano,intr
4131,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke³ta³,leave,salir,intr
4132,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ke¹ta³,enter,entrar,intr
4133,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki¹⁴tu³,get light,amanecer,intr
4134,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kiʔ¹bi³,enter,entrar,intr
4135,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki¹ku³,sew (by machine or hand),coser a máquina o a mano,tr
4136,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki¹ni⁴,be shot at,ser balaceado,intr
4137,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki³ni⁴,shoot,disparar,tr
4138,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki³si³,shake,sacudir,tr
4139,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ki³xi³,come,venir,intr
4140,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kiʔ³in³,be punished,castigarse,intr
4141,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kiaʔ³bi¹³,be sold,ser vendido,intr
4142,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ko¹so¹,water,regar,tr
4143,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ko¹yo³,fall,caer,intr
4144,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ko³ko⁴,swallow whole,tragar entero,tr
4145,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,koʔ³ni³,fan,aventar,tr
4146,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,koʔ³ni⁴,milk,ordeñar,tr
4147,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ko³yo³,empty,vaciar,tr
4148,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,koʔ¹ni⁴,be milked,ser ordeñado,intr
4149,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku³chun³,be able to,poder,intr
4150,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ko¹ko³,be plentiful (plants),abundarse (plantas),intr
4151,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku¹un⁴,be ground,ser molido,intr
4152,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku¹xi³²,rust,oxidarse,intr
4153,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku³chi⁴,feel sad,sentir tristeza,intr
4154,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kuʔ³ni² (= chi³kuʔ³ni²),tie up,amarrar,tr
4155,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kuʔ³u²,get ill,enfermarse,intr
4156,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku³u³,happen,acontecer,intr
4157,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku³un³,rain,llover,intr
4158,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ku³un⁴,grind sauce,moler salsa,tr
4159,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kwi³i⁴ (=sa⁴-kwi³i⁴),peel,pelar,tr
4160,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kwaʔ³a³,become,hacerse,intr
4161,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kwe³e²,be late,tardarse,intr
4162,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kwi¹i⁴,peel,pelarse,intr
4163,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,kwi³i³,be able to,poder,intr
4164,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ma¹ni⁴,give (as a gift),regalar,dtr
4165,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,naʔ¹a¹,show (something),mostrar (algo) a,dtr
4166,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,naʔ¹a¹,show,mostrar,tr
4167,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,naʔ¹ma¹,confess,confesarse,intr
4168,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,na¹ma³,get changed,cambiarse,intr
4169,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,naʔ¹na¹,gorge oneself,empacharse,intr
4170,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,na³ma³,change,cambiar,tr
4171,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,na³ma⁴,adjust (stones),acomodar (piedras),tr
4172,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,na³na³,be photographed,fotografiarse,intr
4173,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,na³ñu³,fatten,engordarse,intr
4174,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda¹ta⁴,split,rajarse,intr
4175,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ¹yu¹,shout,gritar,intr
4176,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ³a²,scar over,cicatrizarse,intr
4177,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³a³,go up,subir,intr
4178,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ³ba²,turn off,apagar,tr
